building_code,space_code,tag,serial_no,manufacturer,model,category,status,install_date,warranty_expires_at,expected_life_months,attributes
FAC-418-BLDG-05,,ASSET-000569,YJQ423799,Juniper,M126E,Router,In Service,2007-08-17,2011-04-13,84,
FAC-418-BLDG-05,109,ASSET-000570,ECM065068,Johnson Controls,X490D,HVAC - AHU,In Service,2023-05-07,2025-06-04,240,"{""tonnage"": 50}"
FAC-418-BLDG-05,109,ASSET-000571,NRB172217,LenelS2,M364B,Access Control Panel,In Service,2006-06-25,2009-08-17,180,
FAC-418-BLDG-05,106,ASSET-000572,FAF296140,Eaton,R976E,Electrical Panel,In Service,2022-06-29,2024-04-04,300,
FAC-418-BLDG-05,110,ASSET-000573,KUS383062,Siemens,M437B,Electrical Panel,In Service,2009-06-13,2012-01-02,300,
FAC-418-BLDG-05,106,ASSET-000574,LJA346725,Bosch,M476C,Security Camera,Retired,2019-05-19,2022-07-10,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-05,102,ASSET-000575,JGY602406,Cisco,M503A,Wireless AP,In Service,2009-08-21,2010-12-16,60,"{""wifi"": ""802.11ac""}"
FAC-418-BLDG-05,107,ASSET-000576,UVA081781,Vulcan,Q644E,Dishwasher,In Service,2020-12-25,2022-04-18,120,
FAC-418-BLDG-05,110,ASSET-000577,QAW837959,Cleaver-Brooks,X059A,Boiler,In Service,2008-10-04,2012-01-07,180,
FAC-418-BLDG-05,109,ASSET-000578,CLG151780,Hanwha,R085D,Security Camera,In Service,2015-10-19,2017-06-16,84,"{""resolution_mp"": 2}"
FAC-418-BLDG-05,110,ASSET-000579,HRA106489,Hanwha,Q091A,Security Camera,In Service,2008-05-23,2012-12-28,84,"{""resolution_mp"": 4}"
FAC-418-BLDG-05,108,ASSET-000580,DHF181262,Canon,R107A,Printer,In Service,2010-09-07,2013-09-20,60,
FAC-418-BLDG-06,,ASSET-000581,DPZ466239,HP,Q619C,Laptop,In Service,2006-12-30,2009-07-02,48,
FAC-418-BLDG-06,201,ASSET-000582,EDQ335076,Axis,Z401D,Security Camera,Spare,2023-06-27,2025-05-17,84,"{""resolution_mp"": 5}"
FAC-418-BLDG-06,209,ASSET-000583,EAV454382,Siemens,R193C,Electrical Panel,In Service,2016-02-01,2019-10-16,300,
FAC-418-BLDG-06,110,ASSET-000584,CLG551135,Bosch,X929E,Security Camera,In Service,2011-11-28,2014-01-07,84,"{""resolution_mp"": 4}"
FAC-418-BLDG-06,207,ASSET-000585,DJK462131,Dell,R700D,Laptop,Spare,2013-11-14,2015-05-17,48,
FAC-418-BLDG-06,204,ASSET-000586,SSX687701,Fortinet,Q343C,Router,In Service,2020-09-01,2023-11-28,84,
FAC-418-BLDG-06,207,ASSET-000587,MTQ267338,Weil-McLain,Q743A,Boiler,In Service,2006-10-21,2010-01-13,180,
FAC-418-BLDG-06,110,ASSET-000588,KED364291,Taco,Z403A,Pump,In Service,2012-01-22,2013-08-26,120,"{""gpm"": 50}"
FAC-418-BLDG-06,109,ASSET-000589,HPK449473,Siemens,R188A,Electrical Panel,In Service,2009-06-10,2011-02-02,300,
FAC-418-BLDG-06,111,ASSET-000590,CEL780097,Siemens,M778E,Electrical Panel,In Service,2012-02-11,2016-07-22,300,
FAC-418-BLDG-06,209,ASSET-000591,BQJ467022,Siemens,M408C,Electrical Panel,In Service,2013-08-23,2016-06-17,300,
FAC-418-BLDG-06,106,ASSET-000592,CCT642962,Trane,M307B,HVAC - RTU,Under Repair,2007-03-25,2011-03-01,180,"{""tonnage"": 5}"
FAC-418-BLDG-06,103,ASSET-000593,CNT363417,Axis,Z067E,Security Camera,In Service,2007-01-02,2008-06-12,84,"{""resolution_mp"": 8}"
FAC-418-BLDG-06,207,ASSET-000594,VSB529261,Trane,R596C,HVAC - RTU,In Service,2022-08-21,2027-01-10,180,"{""tonnage"": 7.5}"
FAC-418-BLDG-06,104,ASSET-000595,GMU602726,Ubiquiti,Z027D,Wireless AP,In Service,2009-12-30,2013-07-30,60,"{""wifi"": ""802.11ax""}"
FAC-418-BLDG-06,110,ASSET-000596,LMT266208,Kohler,Z903B,Generator,Retired,2009-07-02,2013-03-24,240,"{""power_kw"": 100}"
FAC-418-BLDG-06,201,ASSET-000597,SAQ134909,SMART,Z932B,Interactive Display,In Service,2012-08-27,2014-12-20,96,
FAC-418-BLDG-06,209,ASSET-000598,PED774474,Daikin,R802E,HVAC - RTU,In Service,2016-07-01,2019-07-14,180,"{""tonnage"": 30}"
FAC-418-BLDG-06,110,ASSET-000599,WMM849125,Carrier,Q735B,HVAC - AHU,In Service,2013-04-03,2017-12-06,240,"{""tonnage"": 5}"
FAC-418-BLDG-06,204,ASSET-000600,FQN054061,LenelS2,M441A,Access Control Panel,In Service,2008-04-24,2009-10-27,180,
FAC-427-BLDG-01,103,ASSET-000601,WDJ819932,Cisco,R865E,Wireless AP,Spare,2019-01-08,2023-04-04,60,"{""wifi"": ""802.11ac""}"
FAC-427-BLDG-01,,ASSET-000602,QHY149006,Promethean,Q795A,Interactive Display,Spare,2013-02-12,2016-04-11,96,
FAC-427-BLDG-01,114,ASSET-000603,ZTL808870,NEC,Q857D,Projector,In Service,2012-03-10,2016-09-18,72,
FAC-427-BLDG-01,110,ASSET-000604,TJR124236,Schneider Electric,X875D,Electrical Panel,In Service,2007-10-05,2011-07-07,300,
FAC-427-BLDG-01,112,ASSET-000605,GAD508573,HP,Z634B,Laptop,In Service,2010-12-06,2015-06-26,48,
FAC-427-BLDG-01,102,ASSET-000606,KRA235277,Eaton,Z761B,Electrical Panel,Retired,2014-07-24,2018-03-26,300,
FAC-427-BLDG-01,102,ASSET-000607,KYR844360,Grundfos,Q655C,Pump,In Service,2019-01-12,2021-04-15,120,"{""gpm"": 300}"
FAC-427-BLDG-01,,ASSET-000608,XWW752263,Fortinet,R634E,Router,In Service,2016-04-09,2020-02-12,84,
FAC-427-BLDG-01,103,ASSET-000609,LNF719827,Carrier,Q850D,HVAC - AHU,In Service,2009-12-31,2012-06-27,240,"{""tonnage"": 5}"
FAC-427-BLDG-01,,ASSET-000610,BFQ545736,Canon,X809C,Printer,In Service,2021-01-19,2024-07-12,60,
FAC-427-BLDG-01,110,ASSET-000611,LXT465679,Cisco,X552A,Network Switch,In Service,2014-07-13,2018-11-25,84,"{""ports"": 24}"
FAC-427-BLDG-01,110,ASSET-000612,FGP349943,Aruba,M592E,Wireless AP,Retired,2013-02-09,2016-11-20,60,"{""wifi"": ""802.11ac""}"
FAC-427-BLDG-01,103,ASSET-000613,VEC233746,Bosch,R083D,Security Camera,Spare,2018-12-12,2023-02-23,84,"{""resolution_mp"": 5}"
FAC-427-BLDG-01,107,ASSET-000614,HNM547229,HP,X311D,Printer,Under Repair,2015-05-07,2017-02-26,60,
FAC-427-BLDG-01,113,ASSET-000615,YBK614282,Ubiquiti,Z357A,Wireless AP,In Service,2017-12-03,2020-07-28,60,"{""wifi"": ""802.11ac""}"
FAC-427-BLDG-01,104,ASSET-000616,QLG017959,Bosch,M357D,Security Camera,Retired,2006-02-21,2010-11-02,84,"{""resolution_mp"": 8}"
FAC-427-BLDG-01,109,ASSET-000617,GJY117374,Cisco,Z631D,Wireless AP,In Service,2020-04-15,2024-08-04,60,"{""wifi"": ""802.11ac""}"
FAC-427-BLDG-01,108,ASSET-000618,NGA707738,Carrier,X257B,HVAC - AHU,Spare,2013-08-30,2015-11-12,240,"{""tonnage"": 15}"
FAC-427-BLDG-01,102,ASSET-000619,TAC434059,Grundfos,M367B,Pump,In Service,2023-04-20,2027-06-21,120,"{""gpm"": 50}"
FAC-427-BLDG-01,114,ASSET-000620,BBC511585,Carrier,Q352B,HVAC - AHU,In Service,2009-01-29,2011-02-23,240,"{""tonnage"": 50}"
FAC-427-BLDG-02,202,ASSET-000621,RBR356840,Ubiquiti,M248D,Wireless AP,In Service,2023-07-09,2028-01-06,60,"{""wifi"": ""802.11ac""}"
FAC-427-BLDG-02,102,ASSET-000622,HLR753881,SMART,Z422D,Interactive Display,In Service,2019-01-15,2021-10-07,96,
FAC-427-BLDG-02,210,ASSET-000623,WYR219297,Canon,Q013A,Printer,In Service,2013-10-20,2015-06-29,60,
FAC-427-BLDG-02,205,ASSET-000624,EUQ195551,Juniper,Q820C,Router,In Service,2012-09-10,2017-01-30,84,
FAC-427-BLDG-02,212,ASSET-000625,NYA349133,Aruba,M205C,Wireless AP,In Service,2009-01-14,2011-09-21,60,"{""wifi"": ""802.11ac""}"
FAC-427-BLDG-02,106,ASSET-000626,RHD251167,BenQ,R349B,Projector,In Service,2018-12-16,2023-08-30,72,
FAC-427-BLDG-02,207,ASSET-000627,SJY702438,Axis,M151E,Security Camera,In Service,2023-01-09,2024-03-01,84,"{""resolution_mp"": 8}"
FAC-427-BLDG-02,106,ASSET-000628,TEC324094,Dell,R145D,Laptop,In Service,2011-08-17,2015-02-03,48,
FAC-427-BLDG-02,102,ASSET-000629,NYS048515,BenQ,X482B,Projector,Under Repair,2020-06-18,2022-09-22,72,
FAC-427-BLDG-02,210,ASSET-000630,RHZ655871,Hanwha,M812A,Security Camera,In Service,2008-10-31,2010-08-24,84,"{""resolution_mp"": 2}"
FAC-427-BLDG-02,101,ASSET-000631,DAV135436,Taco,Q301A,Pump,Under Repair,2010-09-19,2013-12-27,120,"{""gpm"": 100}"
FAC-427-BLDG-02,,ASSET-000632,YJX284566,NEC,R512D,Projector,In Service,2012-01-08,2014-06-29,72,
FAC-427-BLDG-02,102,ASSET-000633,VCT134599,NEC,M050E,Projector,Retired,2019-07-27,2022-10-18,72,
FAC-427-BLDG-02,209,ASSET-000634,JQD858329,Hanwha,X820D,Security Camera,In Service,2015-04-07,2017-02-25,84,"{""resolution_mp"": 4}"
FAC-427-BLDG-02,212,ASSET-000635,YQW299299,Canon,R687A,Printer,Spare,2013-03-02,2015-12-21,60,
FAC-427-BLDG-02,210,ASSET-000636,QBU141999,Dell,X762D,Laptop,In Service,2020-02-01,2024-09-15,48,
FAC-427-BLDG-02,209,ASSET-000637,CTY146701,Dell,Q092E,Desktop Computer,In Service,2021-05-12,2025-11-19,60,
FAC-427-BLDG-02,101,ASSET-000638,ZXJ293814,NEC,Z174A,Projector,In Service,2007-09-29,2012-08-14,72,
FAC-427-BLDG-02,202,ASSET-000639,JWR894682,Bosch,Z196C,Security Camera,In Service,2017-06-23,2019-11-20,84,"{""resolution_mp"": 5}"
FAC-427-BLDG-02,202,ASSET-000640,MQF429846,Siemens,R230D,Electrical Panel,In Service,2010-01-21,2013-12-18,300,
FAC-427-BLDG-03,108,ASSET-000641,PCU369437,Carrier,Z657E,Chiller,In Service,2005-12-26,2009-06-14,240,"{""tonnage"": 20}"
FAC-427-BLDG-03,104,ASSET-000642,XFE632404,Lenovo,X387C,Laptop,Spare,2015-08-15,2020-06-12,48,
FAC-427-BLDG-03,107,ASSET-000643,UDP867771,Trane,Z736D,HVAC - AHU,In Service,2021-09-01,2024-07-15,240,"{""tonnage"": 20}"
FAC-427-BLDG-03,105,ASSET-000644,CKQ672843,BenQ,Q933E,Projector,In Service,2015-07-22,2017-06-12,72,
FAC-427-BLDG-03,103,ASSET-000645,PEQ007968,Generac,X356B,Generator,In Service,2016-01-13,2020-01-08,240,"{""power_kw"": 75}"
FAC-427-BLDG-03,109,ASSET-000646,PBZ405624,NEC,X988B,Projector,Under Repair,2018-10-02,2021-02-15,72,
FAC-427-BLDG-03,108,ASSET-000647,LPZ115359,Carrier,X298C,HVAC - RTU,In Service,2017-10-18,2022-10-04,180,"{""tonnage"": 10}"
FAC-427-BLDG-03,101,ASSET-000648,BSH877509,Bosch,M392C,Security Camera,Retired,2007-10-11,2011-06-11,84,"{""resolution_mp"": 2}"
FAC-427-BLDG-03,107,ASSET-000649,FGW445090,Hanwha,Z379E,Security Camera,In Service,2009-01-28,2010-05-25,84,"{""resolution_mp"": 8}"
FAC-427-BLDG-03,103,ASSET-000650,YTT479924,BenQ,X607C,Projector,In Service,2008-07-13,2011-03-28,72,
FAC-427-BLDG-03,106,ASSET-000651,AQT319657,Carrier,Q156B,HVAC - AHU,In Service,2018-01-30,2022-06-14,240,"{""tonnage"": 7.5}"
FAC-427-BLDG-03,108,ASSET-000652,KSS834813,Trane,X973A,Chiller,In Service,2014-01-04,2016-06-03,240,"{""tonnage"": 7.5}"
FAC-427-BLDG-03,105,ASSET-000653,UNA690319,Brother,M296B,Printer,In Service,2023-07-23,2026-05-22,60,
FAC-427-BLDG-03,,ASSET-000654,FJW955878,Garland,Q916A,Range/Oven,In Service,2020-04-28,2023-10-26,144,
FAC-427-BLDG-03,101,ASSET-000655,YCS510116,Axis,Q871E,Security Camera,In Service,2013-06-19,2018-02-26,84,"{""resolution_mp"": 8}"
FAC-427-BLDG-03,101,ASSET-000656,ZMV009486,HP,Q602A,Desktop Computer,In Service,2010-05-28,2011-12-16,60,
FAC-427-BLDG-03,106,ASSET-000657,PEH419440,Ubiquiti,Z555B,Network Switch,In Service,2021-04-28,2024-02-15,84,"{""ports"": 48}"
FAC-427-BLDG-03,103,ASSET-000658,VEC875130,Brother,M726A,Printer,In Service,2016-11-13,2020-01-10,60,
FAC-427-BLDG-03,106,ASSET-000659,NSB241237,Dell,Q645E,Desktop Computer,In Service,2010-11-08,2015-06-11,60,
FAC-427-BLDG-03,107,ASSET-000660,VVZ983801,Weil-McLain,Z690B,Boiler,In Service,2008-09-01,2011-02-11,180,
FAC-427-BLDG-04,113,ASSET-000661,RXK083817,Simplex,R793E,Fire Alarm Panel,In Service,2023-06-06,2027-12-10,180,
FAC-427-BLDG-04,103,ASSET-000662,CXM139269,Cisco,R462D,Network Switch,In Service,2011-08-20,2014-03-28,84,"{""ports"": 48}"
FAC-427-BLDG-04,108,ASSET-000663,WEN041030,Cisco,R382A,Network Switch,In Service,2022-02-24,2024-07-03,84,"{""ports"": 48}"
FAC-427-BLDG-04,104,ASSET-000664,ZUT001821,HP,R476C,Desktop Computer,In Service,2009-03-20,2010-07-13,60,
FAC-427-BLDG-04,,ASSET-000665,ALW621531,Bosch,M263D,Security Camera,In Service,2012-01-17,2016-01-15,84,"{""resolution_mp"": 4}"
FAC-427-BLDG-04,116,ASSET-000666,KPV712650,EST,Q311B,Fire Alarm Panel,In Service,2012-12-23,2017-03-07,180,
FAC-427-BLDG-04,107,ASSET-000667,GZR484822,NEC,R392C,Projector,In Service,2014-12-13,2017-05-22,72,
FAC-427-BLDG-04,114,ASSET-000668,WZD624844,SMART,M204E,Interactive Display,Retired,2013-04-07,2016-04-20,96,
FAC-427-BLDG-04,107,ASSET-000669,WRQ957462,Epson,R221A,Projector,In Service,2021-03-23,2025-04-07,72,
FAC-427-BLDG-04,104,ASSET-000670,NEL636275,Promethean,X251B,Interactive Display,In Service,2014-08-25,2018-11-14,96,
FAC-427-BLDG-04,107,ASSET-000671,QUN600009,HPE,Z277C,Network Switch,Spare,2016-03-24,2017-09-24,84,"{""ports"": 48}"
FAC-427-BLDG-04,103,ASSET-000672,HXL313818,Schneider Electric,R930D,Electrical Panel,In Service,2021-01-02,2024-12-27,300,
FAC-427-BLDG-04,108,ASSET-000673,XZR147133,NEC,X549D,Projector,In Service,2023-03-20,2027-07-02,72,
FAC-427-BLDG-04,111,ASSET-000674,PXZ801331,Brother,M189E,Printer,Retired,2005-12-03,2010-09-02,60,
FAC-427-BLDG-04,105,ASSET-000675,AXL181259,Weil-McLain,R906D,Boiler,In Service,2019-12-02,2021-03-17,180,
FAC-427-BLDG-04,115,ASSET-000676,ULB519670,Hanwha,Z440D,Security Camera,In Service,2013-02-12,2016-03-31,84,"{""resolution_mp"": 5}"
FAC-427-BLDG-04,109,ASSET-000677,SDJ212046,Cleaver-Brooks,Z359C,Boiler,Under Repair,2016-07-07,2020-05-14,180,
FAC-427-BLDG-04,116,ASSET-000678,DVU800886,Axis,Q810B,Security Camera,In Service,2009-08-14,2013-03-14,84,"{""resolution_mp"": 5}"
FAC-427-BLDG-04,109,ASSET-000679,BCY072003,Eaton,X171D,Electrical Panel,In Service,2012-12-26,2015-02-03,300,
FAC-427-BLDG-04,110,ASSET-000680,BEA111596,York,R126E,Chiller,In Service,2021-12-18,2024-01-07,240,"{""tonnage"": 10}"
FAC-427-BLDG-05,203,ASSET-000681,GLV756927,HP,X656C,Printer,In Service,2022-04-03,2026-01-08,60,
FAC-427-BLDG-05,113,ASSET-000682,ZSH796695,Hanwha,R468C,Security Camera,In Service,2016-07-04,2020-01-13,84,"{""resolution_mp"": 8}"
FAC-427-BLDG-05,113,ASSET-000683,QBJ449894,LenelS2,M739A,Access Control Panel,Spare,2013-07-09,2015-05-17,180,
FAC-427-BLDG-05,103,ASSET-000684,RKA761510,HP,M013E,Laptop,In Service,2020-04-20,2022-10-26,48,
FAC-427-BLDG-05,205,ASSET-000685,QML846319,NEC,X882A,Projector,In Service,2010-01-11,2012-08-25,72,
FAC-427-BLDG-05,,ASSET-000686,RSL112788,Promethean,Q403A,Interactive Display,In Service,2013-01-15,2014-05-24,96,
FAC-427-BLDG-05,116,ASSET-000687,HXZ755311,Lennox,M232E,HVAC - RTU,In Service,2009-06-22,2013-09-06,180,"{""tonnage"": 7.5}"
FAC-427-BLDG-05,113,ASSET-000688,ANC760468,Ubiquiti,M284C,Network Switch,Retired,2017-09-11,2019-01-26,84,"{""ports"": 24}"
FAC-427-BLDG-05,107,ASSET-000689,AJQ579438,HPE,R374B,Network Switch,In Service,2009-03-06,2011-03-26,84,"{""ports"": 24}"
FAC-427-BLDG-05,204,ASSET-000690,ULV021067,Vulcan,R717B,Dishwasher,In Service,2013-03-27,2015-01-23,120,
FAC-427-BLDG-05,101,ASSET-000691,SLD191853,Dell,M712B,Desktop Computer,In Service,2007-07-03,2010-08-09,60,
FAC-427-BLDG-05,,ASSET-000692,PPX071001,Promethean,Z380B,Interactive Display,In Service,2007-08-27,2009-12-20,96,
FAC-427-BLDG-05,206,ASSET-000693,PNR318841,Brother,Q347C,Printer,Spare,2017-10-24,2020-02-01,60,
FAC-427-BLDG-05,207,ASSET-000694,UYY133635,BenQ,X664A,Projector,In Service,2023-02-19,2027-11-21,72,
FAC-427-BLDG-05,111,ASSET-000695,SPJ812597,SMART,X525A,Interactive Display,In Service,2011-03-10,2014-04-14,96,
FAC-427-BLDG-05,109,ASSET-000696,RLL967213,Lochinvar,R218B,Boiler,In Service,2019-01-19,2021-03-03,180,
FAC-427-BLDG-05,113,ASSET-000697,BRP825321,LenelS2,Q688B,Access Control Panel,In Service,2012-06-16,2015-08-20,180,
FAC-427-BLDG-05,103,ASSET-000698,GZW268868,Bell & Gossett,Q614C,Pump,Retired,2023-08-30,2026-05-12,120,"{""gpm"": 300}"
FAC-427-BLDG-05,103,ASSET-000699,JGR201149,HP,X369D,Printer,Retired,2019-01-27,2020-09-29,60,
FAC-427-BLDG-05,116,ASSET-000700,TLX620506,Canon,R891A,Printer,In Service,2014-09-30,2019-07-19,60,
FAC-427-BLDG-06,111,ASSET-000701,BUG248028,Johnson Controls,Q495A,HVAC - AHU,In Service,2013-08-13,2014-08-16,240,"{""tonnage"": 5}"
FAC-427-BLDG-06,106,ASSET-000702,WBJ544163,BenQ,Q494B,Projector,In Service,2020-05-24,2023-03-11,72,
FAC-427-BLDG-06,110,ASSET-000703,SXS490219,Dell,M397A,Laptop,In Service,2013-07-21,2017-07-29,48,
FAC-427-BLDG-06,,ASSET-000704,RTW597838,Schneider Electric,Z991B,Electrical Panel,Spare,2012-06-01,2016-06-19,300,
FAC-427-BLDG-06,103,ASSET-000705,SUM383958,Axis,M259D,Security Camera,In Service,2015-10-15,2019-01-27,84,"{""resolution_mp"": 2}"
FAC-427-BLDG-06,,ASSET-000706,AVN110924,Cisco,R488A,Router,Under Repair,2011-07-05,2016-02-01,84,
FAC-427-BLDG-06,110,ASSET-000707,BGY434633,Epson,X011D,Projector,In Service,2014-01-19,2018-07-10,72,
FAC-427-BLDG-06,,ASSET-000708,GMV774589,Ubiquiti,M694B,Network Switch,In Service,2023-01-19,2026-03-07,84,"{""ports"": 48}"
FAC-427-BLDG-06,,ASSET-000709,YLT290378,Dell,M507D,Desktop Computer,In Service,2014-06-15,2015-12-26,60,
FAC-427-BLDG-06,113,ASSET-000710,EGP857215,Lochinvar,M605A,Boiler,In Service,2013-07-13,2016-03-04,180,
FAC-427-BLDG-06,101,ASSET-000711,EMA789701,Lochinvar,Z311E,Boiler,In Service,2008-05-05,2012-08-12,180,
FAC-427-BLDG-06,111,ASSET-000712,DZQ047478,Axis,R891A,Security Camera,In Service,2011-06-22,2013-01-24,84,"{""resolution_mp"": 2}"
FAC-427-BLDG-06,106,ASSET-000713,RMN291001,Bell & Gossett,M700E,Pump,In Service,2008-11-11,2012-12-03,120,"{""gpm"": 150}"
FAC-427-BLDG-06,115,ASSET-000714,FDD700716,Johnson Controls,X714C,HVAC - AHU,In Service,2023-06-19,2026-03-01,240,"{""tonnage"": 7.5}"
FAC-427-BLDG-06,102,ASSET-000715,MCK658115,LenelS2,Q881C,Access Control Panel,Spare,2022-02-19,2025-10-24,180,
FAC-427-BLDG-06,111,ASSET-000716,FGB487069,Epson,M278B,Projector,In Service,2010-01-23,2012-04-27,72,
FAC-427-BLDG-06,106,ASSET-000717,FNM054577,Canon,Q548D,Printer,In Service,2022-10-07,2025-11-01,60,
FAC-427-BLDG-06,115,ASSET-000718,HYN386696,BenQ,Q935B,Projector,In Service,2010-10-15,2012-07-22,72,
FAC-427-BLDG-06,107,ASSET-000719,YWQ293219,HP,Q560D,Desktop Computer,In Service,2016-02-24,2020-01-19,60,
FAC-427-BLDG-06,115,ASSET-000720,UHS353751,EST,M678A,Fire Alarm Panel,In Service,2017-02-15,2021-09-14,180,
FAC-218-BLDG-01,112,ASSET-000721,GPN162989,Traulsen,X642C,Refrigerator (Kitchen),In Service,2019-06-05,2021-11-07,180,
FAC-218-BLDG-01,109,ASSET-000722,GZR414311,Juniper,Q585C,Router,In Service,2022-06-10,2023-09-02,84,
FAC-218-BLDG-01,111,ASSET-000723,LAR019722,Aruba,X510D,Wireless AP,In Service,2010-02-14,2014-04-27,60,"{""wifi"": ""802.11ax""}"
FAC-218-BLDG-01,114,ASSET-000724,VEQ907924,Cisco,X532E,Network Switch,In Service,2014-07-19,2016-10-13,84,"{""ports"": 24}"
FAC-218-BLDG-01,,ASSET-000725,WWL284418,Cisco,Q206C,Network Switch,Spare,2006-10-29,2009-12-15,84,"{""ports"": 48}"
FAC-218-BLDG-01,101,ASSET-000726,MQW637663,Carrier,Q475B,HVAC - RTU,In Service,2019-01-07,2021-03-28,180,"{""tonnage"": 15}"
FAC-218-BLDG-01,101,ASSET-000727,AYF648333,Bosch,Z226C,Security Camera,In Service,2007-06-03,2010-12-01,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-01,104,ASSET-000728,EWR588937,NEC,Z239C,Projector,In Service,2020-02-07,2021-08-14,72,
FAC-218-BLDG-01,107,ASSET-000729,GXF352006,Bell & Gossett,X942E,Pump,In Service,2007-01-15,2009-01-09,120,"{""gpm"": 200}"
FAC-218-BLDG-01,114,ASSET-000730,BCV114771,Simplex,Q281D,Fire Alarm Panel,Retired,2018-02-25,2019-03-14,180,
FAC-218-BLDG-01,104,ASSET-000731,DBD188522,Grundfos,R505A,Pump,In Service,2021-03-13,2023-08-03,120,"{""gpm"": 300}"
FAC-218-BLDG-01,110,ASSET-000732,SKN459936,Axis,X304D,Security Camera,In Service,2006-11-09,2010-02-15,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-01,103,ASSET-000733,JHQ433310,Cisco,M482C,Wireless AP,In Service,2009-05-05,2011-03-02,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-01,104,ASSET-000734,GKT321921,Lenovo,R319E,Laptop,In Service,2021-05-23,2024-01-18,48,
FAC-218-BLDG-01,105,ASSET-000735,PAZ803350,Bosch,Q802E,Security Camera,In Service,2006-12-20,2011-12-15,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-01,108,ASSET-000736,QJH385874,Schneider Electric,M634B,Electrical Panel,In Service,2008-09-19,2012-10-15,300,
FAC-218-BLDG-01,102,ASSET-000737,TTR171622,BenQ,M918B,Projector,In Service,2023-05-23,2025-02-18,72,
FAC-218-BLDG-01,113,ASSET-000738,FZD077291,Bell & Gossett,R845E,Pump,In Service,2021-02-06,2022-07-19,120,"{""gpm"": 150}"
FAC-218-BLDG-01,111,ASSET-000739,PXT631675,Hanwha,R349C,Security Camera,In Service,2010-05-06,2012-09-19,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-01,108,ASSET-000740,KYH811278,Aruba,M354D,Wireless AP,In Service,2020-03-23,2021-10-10,60,"{""wifi"": ""802.11ax""}"
FAC-218-BLDG-02,118,ASSET-000741,MYB384814,Traulsen,R430A,Refrigerator (Kitchen),In Service,2015-05-10,2017-01-06,180,
FAC-218-BLDG-02,112,ASSET-000742,WGQ113300,Bosch,Q495C,Security Camera,In Service,2023-06-22,2025-04-24,84,"{""resolution_mp"": 8}"
FAC-218-BLDG-02,,ASSET-000743,MAG869660,Grundfos,Q761A,Pump,In Service,2016-09-18,2019-07-26,120,"{""gpm"": 300}"
FAC-218-BLDG-02,109,ASSET-000744,KZC565820,HP,Q681A,Printer,In Service,2017-10-31,2019-09-18,60,
FAC-218-BLDG-02,118,ASSET-000745,DML936849,Grundfos,M223B,Pump,In Service,2016-09-22,2021-06-17,120,"{""gpm"": 100}"
FAC-218-BLDG-02,115,ASSET-000746,CLD076574,Brother,X105A,Printer,In Service,2009-03-18,2013-12-15,60,
FAC-218-BLDG-02,116,ASSET-000747,KJB883849,EST,Z786B,Fire Alarm Panel,In Service,2016-05-28,2019-12-04,180,
FAC-218-BLDG-02,117,ASSET-000748,WEW120830,Bosch,R769D,Security Camera,In Service,2012-02-29,2016-07-18,84,"{""resolution_mp"": 5}"
FAC-218-BLDG-02,104,ASSET-000749,VJA485236,Axis,R476D,Security Camera,In Service,2012-05-03,2014-11-14,84,"{""resolution_mp"": 4}"
FAC-218-BLDG-02,106,ASSET-000750,GZL205908,Siemens,R709C,Electrical Panel,In Service,2013-04-07,2017-09-04,300,
FAC-218-BLDG-02,104,ASSET-000751,VSP302282,NEC,Q228E,Projector,In Service,2022-08-04,2024-01-06,72,
FAC-218-BLDG-02,103,ASSET-000752,UUR455578,Kohler,Q087D,Generator,Spare,2014-12-09,2019-01-30,240,"{""power_kw"": 75}"
FAC-218-BLDG-02,114,ASSET-000753,MCY712214,Taco,R043B,Pump,In Service,2015-07-23,2017-02-06,120,"{""gpm"": 150}"
FAC-218-BLDG-02,101,ASSET-000754,CYY077217,Bosch,Q660A,Security Camera,In Service,2012-06-09,2016-06-07,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-02,106,ASSET-000755,KEY796979,Garland,R207B,Range/Oven,In Service,2015-12-28,2017-11-20,144,
FAC-218-BLDG-02,110,ASSET-000756,WVL874164,Ubiquiti,M496A,Network Switch,In Service,2008-01-09,2009-05-25,84,"{""ports"": 24}"
FAC-218-BLDG-02,111,ASSET-000757,JXA150633,Hanwha,Q754B,Security Camera,In Service,2023-07-01,2026-04-06,84,"{""resolution_mp"": 2}"
FAC-218-BLDG-02,108,ASSET-000758,MZT360833,Cisco,Q551A,Wireless AP,Under Repair,2017-01-30,2018-04-19,60,"{""wifi"": ""802.11ac""}"
FAC-218-BLDG-02,,ASSET-000759,GWZ934740,Traulsen,R968E,Refrigerator (Kitchen),In Service,2019-07-09,2024-07-04,180,
FAC-218-BLDG-02,105,ASSET-000760,GJX128228,Axis,Q683A,Security Camera,In Service,2011-07-10,2012-12-19,84,"{""resolution_mp"": 5}"
